FPR,TPR,Thresholds
0.0,0.0,inf
0.0001167360597688626,0.044126230592630065,1.0
0.000194560099614771,0.06214249581695786,0.9999999
0.0002334721195377252,0.07225962099692596,0.99999976
0.0003112961593836336,0.0791859605432118,0.99999964
0.0003112961593836336,0.08424452313319584,0.9999995
0.0003112961593836336,0.09529553679131483,0.9999993
0.0003112961593836336,0.09961477100276275,0.99999917
0.0003112961593836336,0.10358379703490408,0.99999905
0.0003112961593836336,0.10681349468850929,0.9999989
0.0003112961593836336,0.11066578466088174,0.9999988
0.0003112961593836336,0.11354527413518035,0.9999987
0.0003112961593836336,0.1167360597688626,0.99999857
0.0003112961593836336,0.11969337328300712,0.99999845
0.0003112961593836336,0.12198918245846142,0.99999833
0.0003112961593836336,0.124051519514378,0.9999982
0.0003112961593836336,0.12696992100859955,0.9999981
0.0003502081793065878,0.1293824662438227,0.999998
0.0003502081793065878,0.13191174753881474,0.99999785
0.0003502081793065878,0.13401299661465427,0.99999774
0.0003502081793065878,0.13591968559087902,0.9999976
0.0003502081793065878,0.13767072648741197,0.9999975
0.0003502081793065878,0.14140628040001557,0.99999726
0.0003502081793065878,0.14288493715708783,0.99999714
0.0003502081793065878,0.14693178722907507,0.9999969
0.0003502081793065878,0.14922759640452937,0.9999968
0.0003502081793065878,0.15097863730106229,0.99999666
0.0003502081793065878,0.15269076617767227,0.99999654
0.0003502081793065878,0.15409159889489862,0.9999964
0.0003502081793065878,0.1552978715125102,0.9999963
0.0003502081793065878,0.15646523211019883,0.9999962
0.0003502081793065878,0.15798280088719405,0.99999607
0.0003502081793065878,0.15918907350480563,0.99999595
0.0003502081793065878,0.16035643410249426,0.9999958
0.0003502081793065878,0.16214638701895015,0.9999957
0.0003502081793065878,0.16335265963656173,0.9999956
0.0003502081793065878,0.164831316393634,0.99999547
0.0003502081793065878,0.16599867699132262,0.99999535
0.0003502081793065878,0.16708821354916534,0.99999523
0.0003502081793065878,0.16825557414685396,0.9999951
0.0003502081793065878,0.16922837464492782,0.999995
0.0003502081793065878,0.1700844390832328,0.9999949
0.0003502081793065878,0.17234133623876416,0.99999464
0.0003502081793065878,0.17331413673683801,0.9999945
0.0003502081793065878,0.1740923771352971,0.9999944
