Thresholds,FAR,FRR
inf,0.0,1.0
1.0,0.0001167360597688626,0.9558737694073699
0.9999999,0.000194560099614771,0.9378575041830421
0.99999976,0.0002334721195377252,0.927740379003074
0.99999964,0.0003112961593836336,0.9208140394567882
0.9999995,0.0003112961593836336,0.9157554768668041
0.9999993,0.0003112961593836336,0.9047044632086851
0.99999917,0.0003112961593836336,0.9003852289972373
0.99999905,0.0003112961593836336,0.8964162029650959
0.9999989,0.0003112961593836336,0.8931865053114907
0.9999988,0.0003112961593836336,0.8893342153391183
0.9999987,0.0003112961593836336,0.8864547258648197
0.99999857,0.0003112961593836336,0.8832639402311374
0.99999845,0.0003112961593836336,0.8803066267169929
0.99999833,0.0003112961593836336,0.8780108175415385
0.9999982,0.0003112961593836336,0.875948480485622
0.9999981,0.0003112961593836336,0.8730300789914005
0.999998,0.0003502081793065878,0.8706175337561772
0.99999785,0.0003502081793065878,0.8680882524611853
0.99999774,0.0003502081793065878,0.8659870033853457
0.9999976,0.0003502081793065878,0.8640803144091209
0.9999975,0.0003502081793065878,0.862329273512588
0.99999726,0.0003502081793065878,0.8585937195999844
0.99999714,0.0003502081793065878,0.8571150628429122
0.9999969,0.0003502081793065878,0.8530682127709249
0.9999968,0.0003502081793065878,0.8507724035954707
0.99999666,0.0003502081793065878,0.8490213626989377
0.99999654,0.0003502081793065878,0.8473092338223277
0.9999964,0.0003502081793065878,0.8459084011051013
0.9999963,0.0003502081793065878,0.8447021284874898
0.9999962,0.0003502081793065878,0.8435347678898012
0.99999607,0.0003502081793065878,0.8420171991128059
0.99999595,0.0003502081793065878,0.8408109264951944
0.9999958,0.0003502081793065878,0.8396435658975058
0.9999957,0.0003502081793065878,0.8378536129810499
0.9999956,0.0003502081793065878,0.8366473403634382
0.99999547,0.0003502081793065878,0.835168683606366
0.99999535,0.0003502081793065878,0.8340013230086774
0.99999523,0.0003502081793065878,0.8329117864508346
0.9999951,0.0003502081793065878,0.831744425853146
0.999995,0.0003502081793065878,0.8307716253550722
0.9999949,0.0003502081793065878,0.8299155609167672
0.99999464,0.0003502081793065878,0.8276586637612359
0.9999945,0.0003502081793065878,0.826685863263162
0.9999944,0.0003502081793065878,0.8259076228647029
0.9999943,0.000389120199229542,0.8247791742869373
0.99999416,0.000389120199229542,0.8238063737888633
0.99999404,0.000389120199229542,0.8226779252110977
0.9999939,0.000389120199229542,0.8217051247130238
0.9999938,0.000389120199229542,0.8208490602747188
0.9999937,0.000389120199229542,0.8199151717965679
0.99999356,0.0004280322191524962,0.8186310751391105
0.99999344,0.0004280322191524962,0.8175804506011907
0.9999933,0.0004280322191524962,0.8163741779835791
0.9999932,0.0004280322191524962,0.8155570255651972
0.9999931,0.0004280322191524962,0.8144674890073544
0.99999297,0.0004280322191524962,0.8134946885092805
0.99999285,0.0004280322191524962,0.8124051519514378
0.9999927,0.0004280322191524962,0.8115101754932099
0.9999926,0.0004280322191524962,0.8107708471146737
0.9999925,0.0004280322191524962,0.8100704307560606
0.9999924,0.0004280322191524962,0.8092143663177556
0.99999225,0.0004280322191524962,0.8083193898595276
0.99999213,0.0004280322191524962,0.8075411494610685
0.999992,0.0004280322191524962,0.8067239970426865
0.9999919,0.0004280322191524962,0.8058290205844585
0.99999166,0.0004280322191524962,0.8041947157476945
0.99999154,0.0004669442390754504,0.8031830032296976
0.9999914,0.0004669442390754504,0.8020934666718549
0.9999913,0.0004669442390754504,0.801198490213627
0.9999912,0.0004669442390754504,0.8004591618350909
0.99999106,0.0004669442390754504,0.7999533055760925
0.99999094,0.0004669442390754504,0.7993696252772482
0.9999908,0.0004669442390754504,0.7985135608389431
0.9999907,0.0004669442390754504,0.7981244406397137
0.9999906,0.0004669442390754504,0.7972683762014086
0.99999034,0.0004669442390754504,0.7962566636834119
0.9999902,0.0004669442390754504,0.7952449511654149
0.9999901,0.0004669442390754504,0.7944667107669559
0.99999,0.0004669442390754504,0.7938441184481886
0.99998987,0.0004669442390754504,0.7929880540098837
0.99998975,0.0004669442390754504,0.7925211097708083
0.9999896,0.0004669442390754504,0.7917817813922721
0.9999895,0.0004669442390754504,0.7913148371531966
0.9999893,0.0004669442390754504,0.7900696525156621
0.99998903,0.0004669442390754504,0.7893692361570489
0.9999889,0.0004669442390754504,0.7885520837386668
0.9999888,0.0004669442390754504,0.7880851394995914
0.9999887,0.0004669442390754504,0.7873458111210553
0.99998856,0.0004669442390754504,0.786684306782365
0.99998844,0.0005058562589984046,0.7857504183042141
0.9999883,0.0005058562589984046,0.7848943538659092
0.9999882,0.0005058562589984046,0.7843106735670649
0.9999881,0.0005058562589984046,0.7836491692283747
0.99998796,0.0005058562589984046,0.7831822249892992
0.99998784,0.0005058562589984046,0.782559632670532
