Thresholds,FAR,FRR
inf,0.0,1.0
1.0,0.0003138567766909034,0.9816373906718223
0.9999999,0.0003138567766909034,0.9717391228686878
0.99999976,0.0003138567766909034,0.9652968958280402
0.99999964,0.0003138567766909034,0.9600066823748882
0.9999995,0.0003138567766909034,0.9554717165002453
0.9999994,0.00032693414238635767,0.9515423408498449
0.9999993,0.00032693414238635767,0.9481802709842233
0.99999917,0.00032693414238635767,0.9448460443473026
0.99999905,0.00032693414238635767,0.9419155445265432
0.9999989,0.00032693414238635767,0.9390511723739485
0.9999988,0.00032693414238635767,0.9364791541227121
0.9999987,0.00032693414238635767,0.9339175770822384
0.99999857,0.00032693414238635767,0.9315509026426705
0.99999845,0.00032693414238635767,0.929152904570814
0.99999833,0.00032693414238635767,0.9268697598173484
0.9999982,0.00032693414238635767,0.92483720412219
0.9999981,0.00032693414238635767,0.9227698443911556
0.999998,0.00032693414238635767,0.9206398373955444
0.99999785,0.00032693414238635767,0.9187847822833536
0.99999774,0.00032693414238635767,0.916867079906586
0.9999976,0.00032693414238635767,0.9149946227764572
0.9999975,0.00032693414238635767,0.9130838812068648
0.9999974,0.00032693414238635767,0.9114237286955795
0.99999726,0.00032693414238635767,0.9096765660946043
0.99999714,0.00032693414238635767,0.9081069040765968
0.999997,0.00032693414238635767,0.9065233204442387
0.9999969,0.00032693414238635767,0.9049780212513443
0.9999968,0.00032693414238635767,0.9035232125517275
0.99999666,0.00032693414238635767,0.9021554139418007
0.99999654,0.00032693414238635767,0.9006936444350087
0.9999964,0.00032693414238635767,0.8993049634035563
0.9999963,0.00032693414238635767,0.8978849587398154
0.9999962,0.00032693414238635767,0.896496277708363
0.99999607,0.00032693414238635767,0.8951632831343123
0.99999595,0.00032693414238635767,0.8939172986499515
0.9999958,0.00032693414238635767,0.8927409222373426
0.9999957,0.00032693414238635767,0.8914844965422191
0.9999956,0.00032693414238635767,0.8901166979322922
0.99999547,0.00032693414238635767,0.8889298803089206
0.99999535,0.00032693414238635767,0.8877186998604358
0.99999523,0.00032693414238635767,0.8865806078872907
0.9999951,0.00032693414238635767,0.8855225651966602
0.999995,0.000340011508081812,0.8844227576629786
0.9999949,0.000340011508081812,0.8832429008467821
0.99999475,0.000340011508081812,0.8822544662279038
0.99999464,0.000340011508081812,0.8811198546583462
0.9999945,0.000340011508081812,0.8800757335820661
0.9999944,0.0003530888737772663,0.8790455341201365
0.9999943,0.0003530888737772663,0.8779840110259186
0.99999416,0.0003530888737772663,0.8770269000393286
0.99999404,0.0003530888737772663,0.8760210634025122
